Postal Code,Place Name,State,State Abbreviation,County,Latitude,Longitude,
98622,Heisson,Washington,WA,Clark,45.8016,-122.5203,
98623,Husum,Washington,WA,Klickitat,45.8076,-121.4877,
98624,Ilwaco,Washington,WA,Pacific,46.3142,-124.0282,
98625,Kalama,Washington,WA,Cowlitz,46.0112,-122.8166,
98626,Kelso,Washington,WA,Cowlitz,46.1485,-122.887,
98628,Klickitat,Washington,WA,Klickitat,45.8562,-121.0443,
98629,La Center,Washington,WA,Clark,45.8806,-122.624,
98631,Long Beach,Washington,WA,Pacific,46.3774,-124.047,
98632,Longview,Washington,WA,Cowlitz,46.1514,-122.9634,
98635,Lyle,Washington,WA,Klickitat,45.745,-121.2501,
98637,Nahcotta,Washington,WA,Pacific,46.5146,-123.769,
98638,Naselle,Washington,WA,Pacific,46.3528,-123.8044,
98639,North Bonneville,Washington,WA,Skamania,45.6417,-122.0058,
98640,Ocean Park,Washington,WA,Pacific,46.5029,-124.0436,
98641,Oysterville,Washington,WA,Pacific,46.5448,-124.0427,
98642,Ridgefield,Washington,WA,Clark,45.7846,-122.6934,
98643,Rosburg,Washington,WA,Wahkiakum,46.3071,-123.6571,
98644,Seaview,Washington,WA,Pacific,46.3308,-124.0455,
98645,Silverlake,Washington,WA,Cowlitz,46.3163,-122.7649,
98647,Skamokawa,Washington,WA,Wahkiakum,46.2952,-123.4332,
98648,Stevenson,Washington,WA,Skamania,45.6882,-121.9093,
98649,Toutle,Washington,WA,Cowlitz,46.2956,-122.6477,
98650,Trout Lake,Washington,WA,Klickitat,45.9828,-121.5163,
98651,Underwood,Washington,WA,Skamania,45.7409,-121.5974,
98660,Vancouver,Washington,WA,Clark,45.6418,-122.6801,
98661,Vancouver,Washington,WA,Clark,45.6418,-122.6251,
98662,Vancouver,Washington,WA,Clark,45.6914,-122.5805,
98663,Vancouver,Washington,WA,Clark,45.6514,-122.6604,
98664,Vancouver,Washington,WA,Clark,45.6231,-122.5767,
98665,Vancouver,Washington,WA,Clark,45.6892,-122.6616,
98666,Vancouver,Washington,WA,Clark,45.8016,-122.5203,
98667,Vancouver,Washington,WA,Clark,45.8016,-122.5203,
98668,Vancouver,Washington,WA,Clark,45.8016,-122.5203,
98670,Wahkiacus,Washington,WA,Klickitat,45.859,-121.1409,
98671,Washougal,Washington,WA,Clark,45.5959,-122.3104,
98672,White Salmon,Washington,WA,Klickitat,45.7551,-121.4795,
98673,Wishram,Washington,WA,Klickitat,45.6415,-121.0732,
98674,Woodland,Washington,WA,Cowlitz,45.9219,-122.7126,
98675,Yacolt,Washington,WA,Clark,45.8622,-122.4275,
98682,Vancouver,Washington,WA,Clark,45.6644,-122.5212,
98683,Vancouver,Washington,WA,Clark,45.6032,-122.5133,
98684,Vancouver,Washington,WA,Clark,45.6359,-122.5155,
98685,Vancouver,Washington,WA,Clark,45.7162,-122.6899,
98686,Vancouver,Washington,WA,Clark,45.712,-122.6322,
98687,Vancouver,Washington,WA,Clark,45.8016,-122.5203,
98801,Wenatchee,Washington,WA,Chelan,47.4253,-120.3273,
98802,East Wenatchee,Washington,WA,Douglas,47.4186,-120.2731,
98807,Wenatchee,Washington,WA,Chelan,47.9058,-120.5202,
98811,Ardenvoir,Washington,WA,Chelan,47.7085,-120.3291,
98812,Brewster,Washington,WA,Okanogan,48.1206,-119.772,
98813,Bridgeport,Washington,WA,Douglas,48.0161,-119.7028,
98814,Carlton,Washington,WA,Okanogan,48.2526,-120.1055,
98815,Cashmere,Washington,WA,Chelan,47.5173,-120.5033,
98816,Chelan,Washington,WA,Chelan,47.8483,-120.0273,
98817,Chelan Falls,Washington,WA,Chelan,47.8418,-119.9579,
98819,Conconully,Washington,WA,Okanogan,48.5469,-119.7526,
98821,Dryden,Washington,WA,Chelan,47.5822,-120.596,
98822,Entiat,Washington,WA,Chelan,47.7057,-120.276,
98823,Ephrata,Washington,WA,Grant,47.2771,-119.5336,
98824,George,Washington,WA,Grant,47.0792,-119.8601,
98826,Leavenworth,Washington,WA,Chelan,47.6438,-120.6748,
98827,Loomis,Washington,WA,Okanogan,48.8696,-119.6427,
98828,Malaga,Washington,WA,Chelan,47.3553,-120.2086,
98829,Malott,Washington,WA,Okanogan,48.248,-119.7525,
98830,Mansfield,Washington,WA,Douglas,47.9021,-119.4053,
98831,Manson,Washington,WA,Chelan,47.8958,-120.149,
98832,Marlin,Washington,WA,Grant,47.3014,-119.064,
98833,Mazama,Washington,WA,Okanogan,48.5977,-120.388,
98834,Methow,Washington,WA,Okanogan,48.1171,-120.0891,
98836,Monitor,Washington,WA,Chelan,47.4852,-120.4158,
98837,Moses Lake,Washington,WA,Grant,47.1374,-119.2891,
98840,Okanogan,Washington,WA,Okanogan,48.3513,-119.6046,
98841,Omak,Washington,WA,Okanogan,48.4143,-119.5272,
98843,Orondo,Washington,WA,Douglas,47.6969,-120.1721,
98844,Oroville,Washington,WA,Okanogan,48.9397,-119.4032,
98845,Palisades,Washington,WA,Douglas,47.4694,-119.8023,
98846,Pateros,Washington,WA,Okanogan,48.034,-119.9785,
98847,Peshastin,Washington,WA,Chelan,47.5458,-120.5961,
98848,Quincy,Washington,WA,Grant,47.1976,-119.8459,
98849,Riverside,Washington,WA,Okanogan,48.4876,-119.5803,
98850,Rock Island,Washington,WA,Douglas,47.3706,-120.1378,
98851,Soap Lake,Washington,WA,Grant,47.383,-119.486,
98852,Stehekin,Washington,WA,Chelan,47.9058,-120.5202,
98853,Stratford,Washington,WA,Grant,47.4043,-119.313,
98855,Tonasket,Washington,WA,Okanogan,48.7194,-119.3943,
98856,Twisp,Washington,WA,Okanogan,48.3632,-120.135,
98857,Warden,Washington,WA,Grant,46.977,-119.0539,
98858,Waterville,Washington,WA,Douglas,47.6295,-119.9887,
98859,Wauconda,Washington,WA,Okanogan,48.8224,-118.9469,
98860,Wilson Creek,Washington,WA,Grant,47.4739,-119.1847,
98862,Winthrop,Washington,WA,Okanogan,48.4756,-120.1805,
98901,Yakima,Washington,WA,Yakima,46.6932,-120.4153,
98902,Yakima,Washington,WA,Yakima,46.5934,-120.5311,
98903,Yakima,Washington,WA,Yakima,46.5445,-120.7444,
98904,Yakima,Washington,WA,Yakima,46.5645,-120.6947,
98907,Yakima,Washington,WA,Yakima,46.6288,-120.574,
98908,Yakima,Washington,WA,Yakima,46.6165,-120.7094,
98909,Yakima,Washington,WA,Yakima,46.6375,-120.795,
98920,Brownstown,Washington,WA,Yakima,46.5645,-120.6947,
98921,Buena,Washington,WA,Yakima,46.4212,-120.3151,
98922,Cle Elum,Washington,WA,Kittitas,47.2063,-120.9685,
98923,Cowiche,Washington,WA,Yakima,46.6661,-120.7149,
98925,Easton,Washington,WA,Kittitas,47.233,-121.1772,
98926,Ellensburg,Washington,WA,Kittitas,46.9996,-120.5163,
98929,Goose Prairie,Washington,WA,Yakima,46.9157,-121.2416,
98930,Grandview,Washington,WA,Yakima,46.2538,-119.9157,
98932,Granger,Washington,WA,Yakima,46.348,-120.1818,
98933,Harrah,Washington,WA,Yakima,46.4104,-120.5736,
98934,Kittitas,Washington,WA,Kittitas,46.9806,-120.4163,
98935,Mabton,Washington,WA,Yakima,46.2121,-120.0151,
98936,Moxee,Washington,WA,Yakima,46.5542,-120.3685,
98937,Naches,Washington,WA,Yakima,46.8058,-120.9921,
98938,Outlook,Washington,WA,Yakima,46.3525,-120.097,
98939,Parker,Washington,WA,Yakima,46.5645,-120.6947,
98940,Ronald,Washington,WA,Kittitas,47.2503,-121.0456,
98941,Roslyn,Washington,WA,Kittitas,47.2233,-121.0025,
98942,Selah,Washington,WA,Yakima,46.6767,-120.5408,
98943,South Cle Elum,Washington,WA,Kittitas,47.1886,-120.9537,
98944,Sunnyside,Washington,WA,Yakima,46.3213,-120.0126,
98946,Thorp,Washington,WA,Kittitas,47.0739,-120.7583,
98947,Tieton,Washington,WA,Yakima,46.7063,-120.7473,
98948,Toppenish,Washington,WA,Yakima,46.3751,-120.3305,
98950,Vantage,Washington,WA,Kittitas,46.8714,-119.9859,
98951,Wapato,Washington,WA,Yakima,46.4507,-120.4265,
98952,White Swan,Washington,WA,Yakima,46.3716,-120.7453,
98953,Zillah,Washington,WA,Yakima,46.4158,-120.2662,
99001,Airway Heights,Washington,WA,Spokane,47.6438,-117.592,
99003,Chattaroy,Washington,WA,Spokane,47.9192,-117.2921,
99004,Cheney,Washington,WA,Spokane,47.4943,-117.5834,
99005,Colbert,Washington,WA,Spokane,47.8411,-117.3759,
99006,Deer Park,Washington,WA,Spokane,47.9486,-117.4436,
99008,Edwall,Washington,WA,Lincoln,47.5379,-117.9071,
99009,Elk,Washington,WA,Spokane,48.0205,-117.2963,
99011,Fairchild Air Force Base,Washington,WA,Spokane,47.6332,-117.6546,
99012,Fairfield,Washington,WA,Spokane,47.3987,-117.1921,
99013,Ford,Washington,WA,Stevens,47.9169,-117.8119,
99014,Four Lakes,Washington,WA,Spokane,47.5599,-117.5958,
99015,Freeman,Washington,WA,Spokane,47.6536,-117.4317,
99016,Greenacres,Washington,WA,Spokane,47.6584,-117.1568,
99017,Lamont,Washington,WA,Whitman,47.1887,-117.8755,
99018,Latah,Washington,WA,Spokane,47.2999,-117.1395,
99019,Liberty Lake,Washington,WA,Spokane,47.6517,-117.0838,
99020,Marshall,Washington,WA,Spokane,47.6177,-117.5926,
99021,Mead,Washington,WA,Spokane,47.7933,-117.3117,
99022,Medical Lake,Washington,WA,Spokane,47.615,-117.704,
99023,Mica,Washington,WA,Spokane,47.5538,-117.1637,
99025,Newman Lake,Washington,WA,Spokane,47.7274,-117.064,
99026,Nine Mile Falls,Washington,WA,Spokane,47.8019,-117.5894,
99027,Otis Orchards,Washington,WA,Spokane,47.7027,-117.1121,
99028,Spangle,Washington,WA,,47.4305,-117.3788,
99029,Reardan,Washington,WA,Spokane,47.7054,-117.8663,
99030,Rockford,Washington,WA,Spokane,47.4528,-117.1318,
99031,Spangle,Washington,WA,Spokane,47.4338,-117.3827,
99032,Sprague,Washington,WA,Lincoln,47.3247,-117.9897,
99033,Tekoa,Washington,WA,Whitman,47.2271,-117.0819,
99034,Tumtum,Washington,WA,Stevens,47.8941,-117.7536,
99036,Valleyford,Washington,WA,Spokane,47.5292,-117.2686,
99037,Veradale,Washington,WA,Spokane,47.6421,-117.1977,
99039,Waverly,Washington,WA,Spokane,47.3297,-117.245,
99040,Wellpinit,Washington,WA,Stevens,47.8697,-117.9856,
99101,Addy,Washington,WA,Stevens,48.3364,-117.9579,
99102,Albion,Washington,WA,Whitman,46.792,-117.2503,
99103,Almira,Washington,WA,Lincoln,47.7632,-118.9122,
99104,Belmont,Washington,WA,Whitman,47.0793,-117.177,
99105,Benge,Washington,WA,Adams,46.8591,-118.1611,
99107,Boyds,Washington,WA,Ferry,48.8427,-118.1828,
99109,Chewelah,Washington,WA,Stevens,48.2876,-117.7754,
99110,Clayton,Washington,WA,Stevens,48.0071,-117.5579,
99111,Colfax,Washington,WA,Whitman,46.88,-117.367,
99113,Colton,Washington,WA,Whitman,46.5901,-117.1692,
99114,Colville,Washington,WA,Stevens,48.578,-117.8645,
99115,Coulee City,Washington,WA,Grant,47.5966,-119.2758,
99116,Coulee Dam,Washington,WA,Okanogan,48.0379,-118.9419,
99117,Creston,Washington,WA,Lincoln,47.7977,-118.5307,
99118,Curlew,Washington,WA,Ferry,48.9108,-118.6452,
99119,Cusick,Washington,WA,Pend Oreille,48.3915,-117.3295,
99121,Danville,Washington,WA,Ferry,48.9725,-118.4884,
99122,Davenport,Washington,WA,Lincoln,47.6809,-118.1667,
99123,Electric City,Washington,WA,Grant,47.9131,-119.0426,
99124,Elmer City,Washington,WA,Okanogan,48.0154,-118.9549,
99125,Endicott,Washington,WA,Whitman,46.9364,-117.723,
99126,Evans,Washington,WA,Stevens,48.7458,-118.0001,
99127,Saint John,Washington,WA,Whitman,46.8387,-117.6443,
99128,Farmington,Washington,WA,Whitman,47.0847,-117.0763,
99129,Fruitland,Washington,WA,Stevens,47.9797,-118.2159,
99130,Garfield,Washington,WA,Whitman,46.9946,-117.1523,
99131,Gifford,Washington,WA,Stevens,48.2685,-118.1136,
99133,Grand Coulee,Washington,WA,Grant,47.9385,-118.9978,
99134,Harrington,Washington,WA,Lincoln,47.4555,-118.2778,
99135,Hartline,Washington,WA,Grant,47.6115,-119.0841,
99136,Hay,Washington,WA,Whitman,46.6973,-117.9417,
99137,Hunters,Washington,WA,Stevens,48.1333,-118.1525,
99138,Inchelium,Washington,WA,Ferry,48.2924,-118.3552,
99139,Ione,Washington,WA,Pend Oreille,48.7377,-117.3647,
99140,Keller,Washington,WA,Ferry,48.0236,-118.6547,
99141,Kettle Falls,Washington,WA,Stevens,48.6364,-118.0548,
99143,Lacrosse,Washington,WA,Whitman,46.7717,-117.7703,
99144,Lamona,Washington,WA,Lincoln,47.3778,-118.5043,
99146,Laurier,Washington,WA,Ferry,48.9753,-118.2208,
99147,Lincoln,Washington,WA,Lincoln,47.8396,-118.4426,
99148,Loon Lake,Washington,WA,Stevens,48.0784,-117.6325,
99149,Malden,Washington,WA,Whitman,47.0101,-117.4766,
99150,Malo,Washington,WA,Ferry,48.811,-118.6044,
99151,Marcus,Washington,WA,Stevens,48.7868,-117.924,
99152,Metaline,Washington,WA,Pend Oreille,48.8496,-117.3963,
99153,Metaline Falls,Washington,WA,Pend Oreille,48.8597,-117.3633,
99154,Mohler,Washington,WA,Lincoln,47.3897,-118.3659,
99155,Nespelem,Washington,WA,Okanogan,48.1434,-119.0094,
99156,Newport,Washington,WA,Pend Oreille,48.1695,-117.1508,
99157,Northport,Washington,WA,Stevens,48.9247,-117.7931,
99158,Oakesdale,Washington,WA,Whitman,47.0806,-117.2803,
99159,Odessa,Washington,WA,Lincoln,47.3395,-118.6983,
99160,Orient,Washington,WA,Ferry,48.8878,-118.2105,
99161,Palouse,Washington,WA,Whitman,46.9076,-117.0855,
99163,Pullman,Washington,WA,Whitman,46.7352,-117.1729,
99164,Pullman,Washington,WA,Whitman,46.8387,-117.6443,
99165,Pullman,Washington,WA,Whitman,46.8387,-117.6443,
99166,Republic,Washington,WA,Ferry,48.6704,-118.6999,
99167,Rice,Washington,WA,Stevens,48.4062,-118.1249,
99169,Ritzville,Washington,WA,Adams,47.1315,-118.3958,
99170,Rosalia,Washington,WA,Whitman,47.2218,-117.4147,
99171,Saint John,Washington,WA,Whitman,47.0755,-117.573,
99173,Springdale,Washington,WA,Stevens,48.0022,-117.829,
99174,Steptoe,Washington,WA,Whitman,46.8387,-117.6443,
99176,Thornton,Washington,WA,Whitman,47.1252,-117.3864,
99179,Uniontown,Washington,WA,Whitman,46.5258,-117.0908,
99180,Usk,Washington,WA,Pend Oreille,48.296,-117.3189,
99181,Valley,Washington,WA,Stevens,48.1351,-117.761,
99185,Wilbur,Washington,WA,Lincoln,47.741,-118.7063,
99201,Spokane,Washington,WA,Spokane,47.6665,-117.4365,
99202,Spokane,Washington,WA,Spokane,47.6547,-117.381,
99203,Spokane,Washington,WA,Spokane,47.6294,-117.4041,
99204,Spokane,Washington,WA,Spokane,47.6501,-117.4298,
99205,Spokane,Washington,WA,Spokane,47.6964,-117.4399,
99206,Spokane,Washington,WA,Spokane,47.6496,-117.2581,
99207,Spokane,Washington,WA,Spokane,47.6977,-117.3746,
99208,Spokane,Washington,WA,Spokane,47.7374,-117.4352,
99209,Spokane,Washington,WA,Spokane,47.6461,-117.7937,
99210,Spokane,Washington,WA,Spokane,47.6536,-117.4317,
99211,Spokane,Washington,WA,Spokane,47.6536,-117.4317,
99212,Spokane,Washington,WA,Spokane,47.6686,-117.3049,
99213,Spokane,Washington,WA,Spokane,47.6567,-117.2825,
99214,Spokane,Washington,WA,Spokane,47.6536,-117.4317,
99215,Spokane,Washington,WA,Spokane,47.6536,-117.4317,
99216,Spokane,Washington,WA,Spokane,47.6634,-117.2193,
99217,Spokane,Washington,WA,Spokane,47.738,-117.2557,
99218,Spokane,Washington,WA,Spokane,47.7556,-117.4146,
99219,Spokane,Washington,WA,Spokane,47.6536,-117.4317,
99220,Spokane,Washington,WA,Spokane,47.6536,-117.4317,
99223,Spokane,Washington,WA,Spokane,47.6156,-117.3622,
99224,Spokane,Washington,WA,Spokane,47.6289,-117.5513,
99228,Spokane,Washington,WA,Spokane,47.6536,-117.4317,
99251,Spokane,Washington,WA,Spokane,47.6536,-117.4317,
99252,Spokane,Washington,WA,Spokane,47.6536,-117.4317,
99254,Spokane,Washington,WA,,47.6581,-117.424,
99255,Spokane,Washington,WA,,47.6581,-117.424,
99256,Spokane,Washington,WA,Spokane,47.6536,-117.4317,
99258,Spokane,Washington,WA,Spokane,47.6536,-117.4317,
99260,Spokane,Washington,WA,Spokane,47.6536,-117.4317,
99299,Spokane,Washington,WA,Spokane,47.6536,-117.4317,
99301,Pasco,Washington,WA,Franklin,46.2492,-119.1044,
99302,Pasco,Washington,WA,Franklin,46.235,-119.0943,
99320,Benton City,Washington,WA,Benton,46.2806,-119.4913,
99321,Beverly,Washington,WA,Grant,46.8484,-119.9121,
99322,Bickleton,Washington,WA,Klickitat,45.9597,-120.1042,
99323,Burbank,Washington,WA,Walla Walla,46.1966,-118.9017,
99324,College Place,Washington,WA,Walla Walla,46.0471,-118.4093,
99326,Connell,Washington,WA,Franklin,46.6643,-118.8545,
99327,Cunningham,Washington,WA,Adams,46.8289,-118.8292,
99328,Dayton,Washington,WA,Columbia,46.3075,-117.9738,
99329,Dixie,Washington,WA,Walla Walla,46.1408,-118.1531,
99330,Eltopia,Washington,WA,Franklin,46.475,-119.1013,
99332,Hatton,Washington,WA,Adams,46.7706,-118.8,
99333,Hooper,Washington,WA,Whitman,46.8387,-117.6443,
99335,Kahlotus,Washington,WA,Franklin,46.6779,-118.5337,
99336,Kennewick,Washington,WA,Benton,46.2109,-119.168,
99337,Kennewick,Washington,WA,Benton,46.1814,-119.1383,
99338,Kennewick,Washington,WA,Benton,46.156,-119.264,
99341,Lind,Washington,WA,Adams,46.956,-118.7061,
99343,Mesa,Washington,WA,Franklin,46.5782,-119.1373,
99344,Othello,Washington,WA,Adams,46.8527,-118.9932,
99345,Paterson,Washington,WA,Benton,45.9911,-119.7559,
99346,Plymouth,Washington,WA,Benton,45.9301,-119.4023,
99347,Pomeroy,Washington,WA,Garfield,46.4698,-117.5993,
99348,Prescott,Washington,WA,Walla Walla,46.3539,-118.4097,
99349,Mattawa,Washington,WA,Grant,46.731,-119.7783,
99350,Prosser,Washington,WA,Benton,46.2232,-119.771,
99352,Richland,Washington,WA,Benton,46.2522,-119.288,
99353,West Richland,Washington,WA,Benton,46.3153,-119.3714,
99354,Richland,Washington,WA,Benton,46.3257,-119.3067,
99356,Roosevelt,Washington,WA,Klickitat,45.8514,-120.3543,
99357,Royal City,Washington,WA,Grant,46.9156,-119.5815,
99359,Starbuck,Washington,WA,Columbia,46.5128,-118.1024,
99360,Touchet,Washington,WA,Walla Walla,46.0903,-118.663,
99361,Waitsburg,Washington,WA,Walla Walla,46.2691,-118.1447,
99362,Walla Walla,Washington,WA,Walla Walla,46.0614,-118.3315,
99363,Wallula,Washington,WA,Walla Walla,46.0846,-118.9061,
99371,Washtucna,Washington,WA,Adams,46.8209,-118.2862,
99401,Anatone,Washington,WA,Asotin,46.1285,-117.0883,
99402,Asotin,Washington,WA,Asotin,46.1343,-117.0015,
99403,Clarkston,Washington,WA,Asotin,46.3946,-117.0645,